,OBJECTID,NAME,NAME_AR,STOP_NUMBER,longitude,latitude
249,279736,St 12 / St 23,شارع 12 / شارع 23,16580,54.54737305499998,24.418154999000024
250,279737,Nhayyan Al Awwal St 153 / Near St 16,شارع نهيان الأول 153 / قرب شارع 16,95424,55.70452,24.160666944000013
251,279738,1st St  / Al Yahar Health center,شارع 1 / مركز اليحر الصحي,43073,55.563511945000016,24.231663889000004
252,279739,St 40 / St 31,شارع 40 / شارع 31,15512,54.61720500000001,24.35379888799997
253,279740,Al Ain  Nahel St  / Farm,شارع العين ناهل / مزرعة,37025,55.725046943999985,24.389001943999972
254,279741,31st St  / Auf Bin Malik Mosque,شارع 31 / مسجد عوف بن مالك,94300,55.80192888900001,24.202226111000016
255,279742,Corniche St / Mubarak Bin Mohammed St,شارع الكورنيش /  مركز ماهر الطبي,129,54.344708056,24.476266110999973
256,279743,St 36 / St 33,شارع 33  / شارع 36,10072,54.534881944999995,24.333246943999995
257,279744,Stop 16727,موقف 16727,16727,54.599561944000016,24.429448056000012
258,279745,St 16 / Sas Al Nakhl School,شارع 16 / مدرسة ساس النخل,16622,54.566813889,24.42005111100002
259,279746,St 38 / St 17,شارع 38 / شارع 17,26570,54.678319999999985,24.552623056000016
260,279747,St 49 / Stop 25240,شارع 49 / موقف 25240,25240,54.64744000000002,24.606506110999987
261,279748,Shakhboot Ibn Sultan St 131 / Mirfa Power Company,شارع شخبوط بن سلطان  131  / شركة المرفأ للطاقة,90003,55.746548888999996,24.231764999000006
262,279749,St 2 / St 11,شارع 2 / شارع 11,28868,54.668121111000005,24.54012
263,279750,Jabel Dhanna Roundabout,دوار جبل الظنة,88115,52.577861111000004,24.177724997999974
264,279751,Al Falah St / Shk Rashid Bin Saeed St,شارع الفلاح /  شارع راشد بن سعيد,919,54.36694388900003,24.47711388900001
265,279752,Arrada Rd. E90 / Wasath,طريق عرادة ش 90 / واسط,60980,53.455420000000004,23.000381109999978
266,279753,St 27 / St 54,شارع 27 / شارع 54,24224,54.70307194499998,24.604311944000017
267,279754,St 42 / Baniyas Equestrian Center,شارع 42  / مركز بني ياس للفروسية,40433,54.663599999999974,24.28819805500001
268,279755,St 1 / Shuhadah Badar Mosque,شارع 1 / مسجد شهداء بدر,26590,54.693036111000026,24.554716944000006
269,279756,St 26 / Al Mafraq Mall,شارع 26 / المفرق مول,40411,54.63470194400003,24.31690305500001
270,279757,Al Mirfa Police Station,مركز الشرطه المرفا,77213,53.481616943999995,24.098346110000023
271,279758,St 9 / Souq,شارع 9 / سوق,24220,54.70360111100001,24.599403054999982
272,278219,Abu Dhabi Co-op Society,جمعية أبوظبي التعاونية,30860,54.718996944000025,24.389499999999998
273,278220,6 St / 17 St,شارع 6 /شارع 17,11026,54.51256388799999,24.38244611099998
274,278221,Shah Plant Accommodation,سكن مصنع شاه,65811,54.20760000000001,22.97081388800001
275,278222,St 10 / St 43,شارع 10 / شارع 43,40615,54.62796611099998,24.296866109999996
276,278223,Corniche St / Family Beach,شارع الكورنيش   /  حديقة العائلة,119,54.33378111100001,24.468539998999972
277,278224,E15-ADCS Super Market,غياثي -ADCS سوبر ماركت,80447,52.809001110999986,23.843701109999984
278,278225,St 33 / St 34,شارع 33 / شارع 34,15020,54.60685388899998,24.349263054999994
279,278226,St 19 / St 36,شارع 19 / شارع 36,40121,54.65299888800001,24.351399999000023
280,278227,St 26 / St 33,شارع 26 / شارع 33,16710,54.603573056000016,24.410988056000008
281,278228,St 1 / St 10,شارع 1 / شارع 10,22398,54.77170388899998,24.66700111
282,278229,Zayed Bin Sultan St  / Petrol Station,شارع زايد بن سلطان / محطة بترول مزيد,46181,55.84557111100003,24.031045000000006
283,278230,Mohammed Ibn Khalifa St 120 / UAE University,شارع محمد بن خليفة 120 / جامعة الإمارات العربية المتحدة,90702,55.75141305599999,24.22905194399999
284,278231,Al Sirdal St / Saad Bin Moath School,شارع السِّردال / مدرسة سعد بن معاذ,28173,54.671771944,24.527108888999976
285,278232,Stop 15624 / St 7,موقف 15624 / شارع 7,15624,54.65626694500003,24.400246111
286,278233,St 12 / Abu Bakr Alsiddiq Mosque,شارع 12 / مسجد أبو بكر الصديق,26656,54.68882194499997,24.581538056
287,278234,St 52 / St 25,شارع 52 / شارع 25,22670,54.76909611100001,24.68900000000002
288,278235,2nd St  / Al Ain Courts Complex,شارع 2 / مجمع محاكم العين,91805,55.73297805599998,24.236973889000012
289,278236,St 2,ش 2,51047,55.43359694499998,23.422358055000018
290,278237,Al Maqta St / St 17,ش المقطع / ش 17,3083,54.498098889000005,24.414668054999993
291,278238,Al Dhwaher Farms 2,مزارع الظهوير 2,65525,53.72662194499998,23.158598055000027
292,278239,Stop 10670,موقف 10670,10670,54.54183194400002,24.31511999899999
293,278240,Bainuna St / Abu Dhabi Executive Council,شارع بينونة / مجلس أبوظبي التنفيذي,3417,54.34219388899999,24.45600194399998
294,278241,St 28 / Mazyad Mall,شارع 28 / مزيد مول,10098,54.53658194399998,24.37184110999999
295,278242,St 51 / St 36,شارع 51 / شارع 36,28756,54.691359999999975,24.532998055000007
296,278243,St 23 / St 10,شارع 23 / شارع 10,16090,54.55200111099998,24.420696943999985
297,278244,Al Karamah St / St 17,شارع الكرامة / شارع 17,2424,54.383836944999985,24.447251111000014
298,278245,Khattam Al Shikhla St / Al Ain Sportplex,خطم الشكله/ مركز الهواه,94012,55.86052000000001,24.19865805500001
299,278246,Difa'a Road-Farm 2,شارع شعبية الدفاع-المزارع 2,66402,53.72034194399998,23.640741944000013
300,278247,Mezaira'a E45 / Tamani Palace,مزيرعة ش 45 /قصر تماني,60416,53.79146888899999,23.18226611
301,278248,Mezaira'a Bus Station,مزيرعة محطة الحافلات,65000,53.79609111100001,23.133264999999994
302,278249,St 18 / Corniche St,شارع 18 /  شارع الكورنيش 1,3404,54.32332305599999,24.465228889000002
303,278250,St 23 / Al Rahba School,شارع 23 / مدرسة الرحبة,24216,54.69949888899998,24.596298889000025
304,278251,St 2 / Baniyas Cooperative Society,شارع 2  / جمعية بني ياس التعاونية,40621,54.640041111000016,24.287921111000003
305,278252,Al Karamah St / Fatima Bint Abd Al Rahman Mosque,شارع الكرامة / مسجد فاطمة بنت عبدالرحمن,2408,54.367075,24.46503694400002
306,278253,E15-Descon Eng. Company,ش 15- شركة ديسكون الهندسية,80311,52.760553055,24.05631999899998
307,278254,Khalifa Ibn Zayed Al Awwal St 122 / Eid Prayer Ground North,شارع خليفة بن زايد الأول 122 / مصلى العيد (الجاهلي) شمال,90722,55.745803889,24.214368889000013
308,278255,Ghayathi - LuLu Express,غياثي - ش 15- اللولو اكسبرس,80461,52.81946305600002,23.820548055000017
309,278256,Hamdan Ibn Mohammed St 127 / Al Ain University of Science and Technology South,شارع حمدان بن محمد 127 / جامعة العين للعلوم والتكنولوجيا (جنوب),92223,55.68343805500001,24.234848054999986
310,278257,Corniche St / Nation Towers,شارع الكورنيش / أبراج الأمة,111,54.327184999999986,24.464596110000002
311,278258,St 20 /St 15,شارع  20 /  شارع  15,1031,54.37229111099998,24.522338889000025
312,278259,St 49 / St 28,شارع 49 / شارع 28,25208,54.63720388899998,24.545098888999973
313,278260,Al Shuwaib Al Khadar St E55  / Al Shwaib Petrol Station,شارع الشويب الخضر إ55 / محطة بترول الشويب,33024,55.79934388800001,24.74178805600002
314,278261,TAMM Center,مركز تم,66154,53.699216111,23.675553055000023
315,278262,Local Road / Mosque,مسجد,95201,55.62013694400002,24.14522888900001
316,278263,St 72 / St 15,شارع 72 / شارع 15,15554,54.650406110999995,24.371899999999982
317,278264,Sh. Zayed Bin Sultan St / Deer Roundabout,شارع الشيخ زايد بن سلطان / دوار الغزلان,90404,55.73990805599999,24.22088499900002
318,278265,1st St  / Al Ain Municipality West,شارع 1 / بلدية العين غرب,91915,55.735643056000015,24.239043888000026
319,278266,Stop 23510,موقف 23510,23510,54.67228,24.646563888000003
320,278267,St 20 / Masjid Salem Al Rashdi,شارع 20 / مسجد سالم الراشدي,40868,54.713595,24.241600000000005
321,278268,St 26 / St 23,شارع 26 / شارع 23,40419,54.66017388900002,24.297246943999994
322,278269,St 25 / Al Mina Center,شارع  25 /  مركز الميناء,145,54.37260694499997,24.518521943999986
323,278270,St 10 / St 63,شارع 10 / شارع 63,12080,54.565876945000014,24.34997305500002
324,278271,TAS-HEEL,تسهيل,66250,53.732433055,23.661646943999983
325,278272,St 15 / HCT,كلية التقنية العليا للبنات,16173,54.595505,24.421799998999973
326,278273,St 23 / St 28,شارع 23 / شارع 28,24214,54.698658889,24.59441694399999
327,278274,St 15 / St 12,شارع 15 \ شارع 12,22110,54.710199999999986,24.632498888999976
328,278275,North Road,الشارع الشمالي,19332,54.59239111199997,24.495721111000023
329,278276,Nhayyan Al Awwal St 153 / Near 3rd St,شارع نهيان الأول 153 / قرب شارع رقم 3,93814,55.751558054999975,24.185806110999977
330,278277,E45 ACC Camp gate,E45 ACC معسكر شركة,60462,53.75130194399998,23.45359111099998
331,278278,St 77 / St 9,شارع 77 / شارع 9,12069,54.558403888999976,24.35863805499997
332,278279,Al Ain St 118 / Etisalat,شارع العين 118 / إتصالات,90530,55.760771111,24.206996944000025
333,278280,Stop 23012,موقف 23012,23012,54.682796111000016,24.654798055000015
334,278281,Mirfa new Fish Market,سوق السمك الجديد,77210,53.493875,24.09847610999998
335,278282,Sultan Bin Zayed St / Zayed 1st St,شارع سلطان بن زايد / شارع زايد الاول,403,54.36442805600001,24.487551944000018
336,278283,ADNEC,مركز ابوظبي الدولي للمعارض,2470,54.44276388899999,24.41992194400001
337,278284,St 2 / Sadd Maareb Medical Center,شارع 2 / مركز سد مأرب الطبي,40619,54.635008056000004,24.291491111000028
338,278285,Ruwais Bus Station,الرويس محطة الحافلات,80000,52.753631944999995,24.09629888799998
339,278286,St 15 / Al Asayel School,شارع 15 / مدرسة الاصايل,16158,54.57071111099998,24.414735000000007
340,278287,AD Municipality Garage,كراج بلدية أبوظبي,40362,54.58798999999999,24.284134999999992
341,278288,64th St  / Near St 1,شارع 64 / قرب الشارع رقم  1,46085,55.838486112,24.064391944000022
342,278289,Twofour 54,,3160,54.464061945000026,24.428188889000012
343,278290,Zayed Al Awwal St 130 / Al Furqan Mosque,شارع زايد الأول 130 / مسجد الفرقان,91903,55.72050999999999,24.26519194399998
344,278291,Al Ain St / Cemax,ش العين / سيماكس,94548,55.75992694500002,24.175083888000017
345,278292,St 19 / St 54,شارع 19 / شارع 54,40126,54.661443889,24.366441943999973
346,278293,Stop 10250,موقف 10250,10250,54.543173056,24.30219888800002
347,278294,Nhayyan Al Awwal St 153 / Near St 26,شارع نهيان الأول 153 / قرب شارع 26,95420,55.698815000000025,24.15480305599999
348,278295,St 33 / St 34,شارع 33 / شارع 34,15020,54.60525388899998,24.348136110999974
349,278296,St 9 / Al Rahba Markets,شارع 9 / محلات تجارية,24218,54.70223305500002,24.596391110000013
350,278297,St 25 / St 30,شارع 25 / شارع 30,15108,54.62964305600002,24.358823055000016
351,278298,Petroleum Institute - Arzanah Building,المعهد البترولي - مبنى أرزنة,285,54.497206945000016,24.419916944000022
352,278299,Tamani Farms 10,مزارع تماني 10,65030,53.78510194500001,23.274606111000026
353,278300,Al Jabanah E90-Souq,الجبانة ش 90 /السوق,60840,54.07072499999998,23.059876110999994
354,278301,Shk Rashid Bin Saeed St / Hazaa Bin Zayed St,شارع الشيخ راشد بن سعيد / شارع هزاع بن زايد,219,54.370106943999986,24.470996110999977
355,278302,St 60 / St 39,شارع 60 / شارع 39,40028,54.626278055,24.322353055000008
356,278303,St 33 / St 20,شارع 33 / شارع 20,16183,54.578703055999995,24.405403889000013
357,278304,Al Mirfa Power Company,شركة المرفأ للطاقة,66806,53.728758888000016,23.579546944000015
358,278305,Fatimah Bint Mubarak St / Al Mazroui Hospital,شارع فاطمة بنت مبارك / مستشفى المزروعي,612,54.373114999999984,24.486723055000027
359,278306,St 49 / Stop 25232,شارع 49 / موقف 25232,25232,54.651243889,24.591383887999996
360,278307,St 8 / St 15,شارع 8 / شارع 15,11070,54.513753888999986,24.373578888999987
361,278308,St 10 / Union National Bank,شارع 10 / بنك الاتحاد الوطني,40613,54.62569000000002,24.298805000000016
362,278309,St 11 / St 32,شارع 11 / شارع 32,11892,54.52466388900001,24.36278611099999
363,278310,Street 2 / Abu Samra Park,الشارع 2 / حديقة أبوسمرة,42602,55.391596945,24.20470499999999
364,278311,"Facilities, Security Division",شعبة امن المرافق,66266,53.71964000000003,23.662796110999977
365,278312,St 29 / St 76,شارع 29 / شارع 76,24234,54.70660388900001,24.614798888999985
366,278313,Hamdan St / St 6,شارع حمدان / شارع 6,503,54.34991694399997,24.47991111099998
367,278314,Al Jaber Accommodation Complex (AJAC),مدينة الجابر السكنية,40354,54.59939111099999,24.284805000000006
368,278315,Stop 15620,موقف 15620,15620,54.65980194399998,24.397400000000005
369,278316,Al Khaleej Al Arabi St / St 17,شارع الخليج العربي / شارع 17,3036,54.37098888899999,24.440616110999997
370,278317,Al Hubab Bin Al Munthir Mosque,مسجد الحباب بن المنذر,23008,54.676300000000026,24.650401111000008
371,278318,Nhayyan Al Awwal St 153 / Near St 10,شارع نهيان الأول 153 / قرب شارع رقم 10,93812,55.74561194500001,24.185298887999977
372,278319,Service road / Losant Steel,شارع خدمة / لوسنت للحديد,48212,55.625035000000025,24.05762611099999
373,278320,Ruwais ADNOC-Bus Station,الرويس سكنية محطة الحافلات,88000,52.649188055000025,24.089681943000016
374,278321,Stop29714,موقف 29714,29714,54.73759694500001,24.438098889000003
375,278322,Al Falah Dr / Stop 29502,درب الفلاح / موقف 29502,29502,54.732198056000016,24.453596111000024
376,278323,Service Rd  / Souq,شارع خدمات / سوق,34013,55.62374999999997,24.706391111000016
377,278324,Farm,مزرعة,55001,55.49403194400003,23.900078887999996
378,278325,12th St  / Near St 13,شارع 12 / قرب الشارع رقم 13,94100,55.82406694399998,24.156184999999994
379,278326,Al Falah Dr / Stop 29606,درب الفلاح / موقف 29606,29606,54.738440000000026,24.44124388900002
380,278327,Al Salam St 145 / Al Neyadat Health Center,شارع السلام 145 / مركز النيادات الصحي,90616,55.791319999999985,24.21377000000001
381,278328,Shk Rashid Bin Saeed St / SKMC,شارع الشيخ راشد بن سعيد / مدينة الشيخ خليفة الطبية,217,54.368674999999996,24.472503888000006
382,278329,Zayed Bin Sultan St  / Al Neyadi Mosque,شارع زايد بن سلطان / مسجد النيادي,46097,55.84037000000001,24.06105500000001
